Precio,Habitaciones,Piso,Barrio
107653,1,15,24
451581,1,19,47
306401,3,15,21
108471,5,18,32
95695,3,10,11
318871,4,11,14
163185,5,11,37
836418,4,11,1
588274,1,3,35
369242,4,6,33
206997,4,11,21
669950,4,7,17
274984,3,16,25
834027,1,11,31
702259,5,1,16
922591,5,8,16
120399,4,5,40
238861,4,18,22
144828,3,19,48
77440,1,18,21
168533,3,17,28
796209,3,8,21
711012,5,2,17
205549,2,12,47
885034,5,18,38
157062,2,20,7
241418,3,19,16
192245,4,13,12
254999,3,15,22
835497,2,14,47
47499,4,10,39
481438,4,15,37
898889,4,3,36
366474,4,7,24
383391,4,8,37
830075,1,4,27
875515,4,13,18
892668,4,8,29
697839,5,8,33
908882,1,20,15
133628,5,17,3
595673,5,6,25
785024,2,20,18
373898,3,5,11
982009,3,7,31
887470,2,3,21
481260,1,17,45
207594,4,6,6
250538,3,9,11
818386,4,5,45
302196,4,13,3
326820,4,10,29
588980,4,13,47
70588,4,17,26
167047,5,6,2
592296,2,5,36
931711,5,17,36
760895,3,9,38
72081,5,7,14
269453,4,6,8
581520,2,10,19
733653,1,6,10
649177,2,20,11
35837,2,18,33
231344,1,16,25
385222,4,8,5
462970,3,13,26
44100,2,2,42
417139,4,20,22
642371,2,20,29
41548,1,13,33
980029,4,2,34
92245,5,9,37
146624,3,15,12
407064,1,2,40
127581,4,20,31
336692,2,12,47
113316,3,11,11
338209,5,18,20
271571,1,19,36
310784,3,7,3
457896,2,14,46
684384,5,18,2
593412,3,13,3
888724,1,10,8
221962,4,17,10
541202,4,8,9
550486,4,7,27
643437,2,12,37
887687,1,1,50
484063,1,10,48
434760,5,3,30
629773,2,14,15
308230,3,16,42
59569,2,19,10
937410,3,12,9
180249,2,9,24
686552,1,14,4
309160,1,1,37
405702,5,15,20
475197,3,12,34
862045,3,10,14
666027,2,3,16
182423,4,4,19
473205,5,17,41
547206,1,19,9
524084,4,20,35
800879,1,18,37
521642,1,2,40
518936,5,3,24
538190,4,7,4
570372,1,16,36
634288,4,14,18
909191,2,2,40
296965,4,4,14
677304,2,7,6
41402,2,2,44
488558,1,19,8
115730,3,7,46
104773,3,20,7
248038,2,18,13
971537,5,1,42
470880,2,15,45
335656,5,17,17
615069,4,7,46
295724,4,8,47
772552,3,12,40
804212,3,13,7
817646,5,6,29
717562,4,15,29
511949,1,8,17
882577,3,10,1
467686,4,18,15
199585,3,6,46
933229,5,16,25
895104,4,16,1
494121,5,11,5
607334,5,13,24
268321,5,19,39
951953,4,11,5
632255,5,11,47
838993,1,9,34
74721,2,8,15
215700,2,15,49
229177,4,4,46
234243,4,8,11
346363,3,17,12
166318,5,18,15
253220,5,20,19
192392,4,19,22
673120,5,19,26
851866,4,17,46
938523,4,10,25
41556,1,12,7
474020,2,15,18
440381,1,19,27
521602,4,11,46
360886,5,4,28
898722,1,3,29
444194,1,13,21
673036,5,19,32
76835,2,10,34
882009,2,7,14
296200,3,12,7
949512,3,18,24
147267,5,4,39
588601,5,12,27
361947,5,12,40
336462,3,9,19
557861,3,13,12
158215,4,4,31
421174,4,7,16
604475,1,3,14
198795,3,7,27
378293,2,8,13
389159,1,7,44
201699,3,10,26
569745,4,18,43
807425,3,11,40
467769,5,2,18
271270,1,15,1
229658,5,13,25
828463,2,12,5
891580,2,2,32
787446,5,9,19
752966,5,11,18
410323,3,19,12
320105,5,17,50
117118,4,1,9
825239,2,15,7
331696,3,8,11
929887,1,18,39
821732,4,7,30
854992,3,4,45
300555,5,1,37
23252,3,14,14
940437,2,18,22
229781,5,9,26
90879,5,7,34
463732,5,3,9
880763,1,6,31
74442,1,6,32
711152,5,3,39
49819,2,7,33
315238,5,18,14
157649,2,9,17
950497,2,2,28
137834,5,2,30
830682,5,6,11
667405,2,14,4
835020,5,1,6
465090,2,15,23
141078,1,1,12
621114,3,20,39
200314,2,5,16
199994,1,14,39
712369,1,7,37
851149,1,6,15
830314,5,8,47
62026,4,1,45
466751,1,20,45
555797,2,15,43
130227,2,18,24
748504,1,8,21
538521,5,20,48
408830,5,13,19
829002,2,11,30
814181,2,3,35
401850,2,13,44
171181,2,14,8
91465,3,16,4
784973,1,12,37
276275,5,15,6
511051,2,6,10
647138,1,12,7
94599,1,12,22
725884,2,12,43
460600,3,4,32
720564,3,6,35
816168,4,19,16
683994,2,19,32
759352,3,2,34
492423,2,14,45
608423,5,5,21
314529,1,20,18
845538,2,14,31
411234,4,14,36
288800,3,12,6
37849,4,18,41
173973,5,16,8
762468,4,5,4
915902,3,3,39
957573,3,12,2
981385,1,11,8
437863,4,9,49
926948,3,5,15
169609,4,17,3
376426,4,10,29
762950,1,10,32
38768,2,7,16
658538,5,7,46
60918,1,4,4
83551,3,15,2
60631,2,14,16
590844,5,19,23
536365,4,18,10
667787,5,1,22
884857,3,17,26
977060,4,1,32
239584,5,19,41
502810,3,20,4
101480,5,5,15
102354,1,19,35
660177,1,14,40
579997,4,9,17
69913,5,3,40
180915,2,16,27
971492,4,7,17
423879,4,11,39
930163,2,18,13
881879,4,12,4
753547,4,12,22
732710,5,5,47
769866,5,13,41
76821,5,14,22
344005,1,11,12
406421,2,12,39
747906,4,15,35
56321,3,6,22
468213,5,12,43
598990,1,17,34
903666,5,15,31
245679,1,16,14
133346,5,5,34
788909,2,9,50
268168,5,19,36
237017,5,11,48
334172,2,20,17
68689,5,7,6
796697,4,9,8
69987,2,19,19
324558,2,3,39
382562,1,6,5
820638,4,14,25
490246,3,16,24
208067,5,13,28
469673,4,1,26
682686,1,10,11
285752,2,14,37
215504,5,12,17
761986,2,8,42
666990,4,9,39
532865,3,15,7
549643,1,7,36
354117,2,3,46
253440,2,16,22
247982,5,9,26
59811,4,14,35
264048,2,9,10
782923,5,17,18
828212,1,6,35
114324,2,8,24
810931,1,17,33
851128,5,15,48
295676,4,3,44
356375,4,10,37
443334,4,11,13
652195,5,10,9
847391,1,6,44
517804,2,1,29
139493,2,18,49
603683,2,18,49
870301,3,1,50
790278,2,2,2
187104,2,19,11
158722,5,14,28
849078,1,4,33
779219,2,8,44
662168,3,12,8
683448,4,6,23
701050,3,17,42
416312,3,15,21
627671,1,9,6
735145,4,1,12
135735,4,3,37
910330,1,11,19
820887,1,15,8
568265,3,15,13
415834,1,20,23
290322,3,6,3
327499,3,10,50
568282,2,12,31
634426,4,14,30
699149,5,1,14
447470,1,13,38
585817,5,17,4
679934,5,18,13
802414,2,1,27
114657,5,16,45
430724,3,18,37
635673,1,4,9
91468,5,6,36
498778,1,14,4
497637,5,18,47
30487,1,20,35
946101,1,8,21
881972,4,2,45
144477,4,11,5
73160,1,17,26
795229,1,10,9
799508,1,20,48
631022,5,7,50
768459,1,13,27
928476,4,19,15
845276,5,12,48
254601,4,13,36
639664,2,11,40
196846,4,18,15
399761,2,15,14
881397,2,17,11
713174,5,11,9
754703,3,18,19
540587,3,6,4
902551,3,17,4
189246,1,7,37
551816,3,9,29
910842,4,16,35
546155,4,1,33
73661,4,1,33
939671,5,10,6
322698,4,12,41
356307,3,3,11
384670,4,12,36
721298,3,13,25
626467,1,17,10
868680,2,7,17
927490,2,15,32
255637,3,15,33
697353,3,13,31
996769,1,15,33
251204,5,7,21
852091,4,18,2
931705,3,11,50
650410,3,18,48
822399,4,12,8
611972,3,16,35
665308,4,9,50
231294,2,4,24
42218,4,13,31
650727,3,5,43
728327,2,9,35
603978,5,14,35
531642,4,1,1
878977,4,4,38
768804,5,14,17
402999,1,17,6
714667,4,20,4
867244,4,8,22
475479,1,15,49
780588,5,7,34
191479,3,2,50
288158,1,11,40
202566,5,1,30
717222,2,16,35
369463,4,11,13
982790,4,7,39
995806,4,1,28
778632,2,19,47
474450,4,7,20
82798,2,14,33
284949,4,19,36
612896,1,2,50
549120,2,14,28
654566,2,11,36
659946,1,19,8
417595,3,15,28
37069,2,15,25
135924,1,4,41
444194,4,1,33
304973,4,17,4
471667,1,14,26
142221,3,4,37
923382,2,1,10
354829,5,4,26
674820,4,8,20
267899,4,18,8
54863,2,10,21
899220,5,14,3
133236,1,14,17
775572,5,7,34
145672,5,11,41
145643,5,7,2
704125,2,2,18
227042,1,13,8
136869,1,20,14
99442,5,20,44
339432,2,3,2
226518,4,7,12
935363,4,14,32
338481,3,17,15
717716,2,15,16
178545,1,7,49
302029,1,19,1
329857,4,6,22
877487,2,5,38
946925,5,14,8
372638,2,1,16
67521,3,9,16
463743,3,4,35
528731,2,5,3
541094,1,18,23
688703,3,17,15
30071,4,14,2
760004,5,6,42
128329,2,19,6
173264,3,7,43
572259,1,10,47
810149,1,12,41
70924,1,7,14
863405,1,19,9
131877,2,12,29
409373,2,15,5
567457,2,11,15
997157,5,14,15
888958,2,1,29
81150,5,1,21
256891,3,16,44
132548,2,6,9
239568,1,19,19
937350,4,14,35
744562,1,4,5
253075,1,1,29
949982,3,1,18
468506,1,8,13
376359,2,13,26
771524,1,20,34
556311,3,4,23
884802,2,3,48
684591,1,17,16
459362,5,2,30
286479,5,11,4
538489,2,15,15
771942,4,15,17
967146,2,11,34
202516,2,11,42
529151,1,13,45
155563,2,18,30
919370,4,5,35
747790,3,18,20
408037,3,18,29
586042,3,12,26
154951,1,19,13
539756,5,16,33
52447,4,4,45
674010,4,6,25
992890,5,6,10
508324,5,15,50
758055,1,19,17
447314,5,7,36
936749,5,12,21
575460,2,10,40
266356,4,17,11
231409,5,19,6
454404,2,12,28
957139,3,17,49
194834,4,18,1
894385,3,19,41
802083,5,7,2
281650,3,18,39
377999,1,5,48
776578,5,2,40
718437,3,3,36
39053,4,14,9
487248,1,2,22
175179,1,6,48
938687,3,6,50
46639,4,20,15
738890,2,6,13
340734,3,12,32
841496,1,5,26
629450,2,8,17
918734,2,1,1
82769,3,2,30
941749,1,15,16
767803,2,17,36
633698,3,9,48
861861,2,2,7
69397,4,17,18
99253,5,4,31
259127,4,12,41
518910,5,16,36
261132,3,7,23
866331,2,6,24
812217,1,13,19
535056,1,1,18
617345,3,11,49
945887,2,18,10
141857,4,10,31
384674,4,15,28
863176,4,19,49
851522,4,2,1
486078,2,17,36
721496,2,6,38
91037,5,19,35
666154,2,4,44
46442,1,12,23
964357,1,3,42
534050,4,16,10
309965,3,5,21
21499,5,3,48
452658,5,10,43
492594,4,19,23
904398,3,15,14
580885,3,11,11
24278,4,6,42
734735,1,7,33
898000,2,6,32
302758,5,9,2
445920,1,18,6
276938,4,4,9
201150,4,11,12
395109,4,13,24
441661,5,19,23
88796,4,12,14
406575,3,11,5
444571,3,5,30
962378,2,6,40
167875,3,15,40
176502,4,6,41
927971,3,4,27
430011,3,8,42
376705,1,20,28
111403,1,7,16
448251,2,1,5
617112,5,20,42
913940,4,8,31
284280,3,9,37
337345,2,2,32
839124,2,17,30
855983,1,6,37
925822,2,10,17
765008,3,20,26
215397,1,13,32
285571,5,8,16
989220,1,19,40
24566,4,11,49
825846,1,8,13
315742,2,1,43
29869,3,14,33
670643,1,5,15
689803,3,5,9
596458,5,10,22
246535,1,4,43
193303,5,17,17
732483,4,7,5
242985,2,7,40
755460,1,18,23
75097,5,11,38
252459,4,8,2
131946,3,8,19
771904,4,11,33
31704,5,17,35
20241,1,16,35
665494,4,7,34
199104,4,4,10
32208,1,20,45
233760,4,8,27
199721,4,2,46
564587,5,15,4
834150,4,19,22
571523,3,12,14
652034,4,2,8
455364,1,15,13
262475,5,12,10
289865,2,5,9
545990,2,9,34
188268,1,20,37
920499,5,17,6
991501,3,3,37
668826,4,8,41
951225,5,15,26
609464,4,3,15
684720,2,11,16
239424,1,20,9
626496,4,6,1
485729,4,11,34
759111,1,9,42
764714,1,16,30
607392,3,2,45
857297,1,2,18
634974,4,3,34
86491,2,19,40
822485,2,11,24
46183,5,6,41
612488,5,8,42
131611,1,17,36
823211,4,3,11
511295,3,10,33
60114,1,20,25
70047,4,6,50
741408,3,1,3
602578,4,17,13
775083,1,11,38
868925,3,12,36
130545,1,5,39
429234,1,18,12
78441,1,17,6
801229,4,17,38
708458,1,13,44
649804,5,3,13
598409,1,14,18
184810,5,4,6
131561,4,10,27
347261,3,14,1
62214,3,18,21
848597,2,19,8
185194,1,9,11
59159,5,10,6
219767,4,9,21
696088,1,19,20
765894,4,14,46
641898,1,16,46
364514,1,4,9
505429,4,17,30
627638,4,14,9
644735,5,17,19
189683,1,14,21
763942,4,17,29
834559,3,1,22
77194,2,2,9
735033,4,20,24
471967,1,14,45
915673,2,11,4
941744,3,16,21
376470,2,11,35
59028,2,6,12
851542,1,5,46
259372,2,7,47
419743,3,3,20
852203,3,20,27
940971,3,10,16
126788,4,7,34
53485,1,20,23
378946,5,8,32
776158,3,10,16
210651,3,4,4
798271,1,15,40
138272,1,8,24
610819,5,13,29
941612,2,16,43
111090,2,10,8
806210,1,3,23
943128,2,5,11
795738,3,5,47
883463,1,20,12
692920,4,3,21
37448,1,2,27
408584,4,17,33
496560,3,15,10
199971,5,17,4
194545,5,14,36
827375,2,15,19
598905,1,7,50
71878,5,12,24
446171,1,20,37
967595,5,19,22
384448,5,3,44
378511,4,10,13
660149,3,11,33
174508,2,17,11
977660,3,2,29
226748,3,5,37
285020,4,1,3
293495,3,13,28
63461,5,1,6
652047,5,20,40
314703,5,14,16
958511,3,19,43
358680,2,19,41
818272,5,6,43
578619,1,2,35
813837,5,13,26
460326,2,11,7
421931,1,2,2
438112,3,20,42
567374,3,7,33
834646,4,17,28
435431,2,3,50
444922,5,9,22
582779,1,6,4
201828,2,7,42
862585,1,18,26
654035,2,15,11
565247,4,1,16
544498,1,5,16
767181,5,16,17
619396,3,1,37
68873,5,14,40
237062,1,5,42
471558,5,15,35
642670,2,9,31
944155,1,13,9
305679,4,19,28
272020,4,1,6
320414,3,11,10
811528,3,16,39
707060,3,8,7
249067,2,17,49
916003,1,18,29
465124,2,18,48
983915,1,5,44
762626,4,8,41
581803,4,12,25
276033,3,15,42
191463,1,1,14
349158,2,20,41
317726,5,5,23
598413,5,5,32
899153,3,16,28
739399,4,3,17
809550,3,19,1
371899,2,8,8
386951,5,12,38
345775,3,19,43
510234,2,5,17
671082,4,19,28
247072,5,13,43
851291,3,6,41
145062,4,3,3
283806,5,8,40
87440,1,3,8
605818,3,3,27
758921,4,6,37
497451,3,20,26
478829,2,7,27
393049,4,3,4
148509,3,5,6
422191,5,12,14
33648,5,20,35
491780,1,3,15
805021,1,19,24
579639,3,11,28
731720,3,1,10
839262,2,10,11
416365,5,15,36
564026,2,14,38
27823,2,4,3
210242,3,5,25
554638,3,13,42
878195,3,11,8
658355,5,7,8
307166,3,11,24
246748,5,5,18
389726,4,15,2
686569,2,3,28
514967,1,18,46
928497,4,17,13
982280,1,6,36
219282,2,13,4
807003,5,15,39
783383,5,20,34
949664,2,13,42
817700,4,6,50
142965,3,17,14
315092,2,5,33
437136,3,12,12
601753,5,12,15
97983,3,15,21
772999,5,10,17
53333,5,20,20
985842,5,15,1
940502,1,2,37
933531,3,9,5
636929,1,1,20
219576,1,2,2
140747,4,10,21
794809,3,16,1
387939,4,19,50
339264,4,5,47
944085,3,14,31
512722,2,15,35
134156,4,7,25
560182,5,16,11
705701,2,6,14
640341,2,8,13
440045,4,13,6
99931,5,14,5
849269,3,12,6
438258,3,10,18
727307,3,19,43
693021,4,9,15
999207,3,8,50
951919,4,4,19
664414,4,1,48
911899,3,19,1
333499,3,2,50
323518,1,15,46
147080,1,7,41
662429,4,14,48
679165,2,20,41
682766,4,14,4
750493,4,3,48
208906,5,18,48
735543,5,18,24
58790,1,20,43
67577,5,11,13
770023,2,17,34
403200,3,2,36
822550,5,10,42
215734,3,18,13
284986,2,13,15
693402,5,10,15
140436,4,11,33
840849,3,10,32
623096,5,16,33
228463,1,18,11
501772,2,18,46
246355,4,15,3
261769,3,8,3
950953,1,13,41
388456,2,20,1
579193,3,18,9
695721,4,17,7
953976,2,2,36
738683,3,11,23
627850,1,19,11
543349,4,2,43
221792,4,3,40
206612,5,4,9
633371,5,19,7
926351,1,12,21
346318,5,15,39
439608,4,16,14
360836,5,17,16
590362,5,17,45
752124,1,5,42
198451,4,9,6
740343,3,8,44
447961,3,1,11
715815,2,11,24
840405,4,7,45
135406,1,11,13
644550,2,12,22
39271,1,2,43
115186,1,20,38
44702,5,20,8
726745,5,13,30
935016,2,15,1
455870,3,15,14
34193,1,5,10
412349,4,18,35
324587,2,20,9
439186,3,11,26
638091,1,8,21
78249,2,15,48
40673,2,7,44
447960,5,1,50
144071,4,6,35
22972,1,14,18
386504,2,15,40
694052,1,11,20
910748,3,19,17
435903,5,13,26
758179,3,9,38
213940,1,18,20
711589,4,4,8
132043,2,15,7
272673,4,11,15
595508,1,17,9
433796,5,2,6
853905,3,6,27
938379,2,11,10
921921,5,8,19
439267,4,15,41
576858,3,8,36
275585,3,9,36
693008,2,13,19
39001,4,5,24
283240,2,18,3
174769,5,15,12
513704,5,14,40
919671,4,17,11
41643,2,6,36
543674,3,12,10
619660,3,16,26
534270,5,19,49
861137,1,4,15
617586,5,20,12
780292,3,12,36
159666,3,18,42
168244,4,19,8
68382,5,15,16
353774,5,1,15
84603,3,20,34
469226,3,7,30
290859,2,9,10
869985,2,8,1
723238,3,6,41
111197,5,9,33
144710,3,14,5
561662,5,15,13
775859,2,10,40
150662,5,7,8
618789,1,1,9
607195,4,7,21
500861,2,1,4
931413,2,4,12
785730,4,14,22
918151,4,18,5
654864,5,11,25
470967,5,18,29
568786,1,12,6
454513,1,15,25
511500,1,3,50
614063,4,6,7
60831,1,5,8
340801,3,3,44
326337,1,19,30
517379,1,14,17
583313,4,18,17
535848,5,7,17
567395,5,12,18
124529,3,8,18
972624,4,18,27
214114,2,5,10
238596,3,16,17
615076,5,16,22
937084,1,10,31
747604,5,2,22
655806,1,6,8
585369,3,16,46
327787,1,18,9
694875,1,4,9
421757,5,16,44
35138,4,12,11
825296,4,17,5
147684,2,5,17
524801,5,9,10
617509,1,16,10
454634,5,8,39
518406,4,18,34
947252,1,18,14
725686,3,13,15
992255,5,18,9
718164,1,13,21
905307,5,6,14
517792,3,4,41
479666,5,6,22
678957,4,7,30
298621,5,2,21
337947,2,15,26
842574,5,13,17
159051,4,3,27
970262,5,9,16
260097,4,18,27
749400,1,19,16
967934,5,9,27
350136,4,8,13
506566,2,2,16
754790,1,2,31
465314,2,15,22
464506,4,16,24
617422,5,19,7
526611,5,14,48
768804,4,3,33
235414,5,5,8
720648,4,14,25
133578,5,6,41
648092,2,11,18
719555,1,9,4
732947,2,2,12
430490,5,4,30
334808,5,7,43
666525,1,9,44
327990,5,4,14
813084,5,11,19
101223,4,14,7
714839,1,1,30
529550,4,6,26
227677,4,13,3
72488,2,9,32
809700,2,13,33
893997,1,1,41
902092,5,15,39
343467,5,6,29
44436,5,1,19
437311,1,8,48
444284,1,4,10
915046,4,6,45
938304,3,12,26
935171,5,1,11
786750,1,16,27
475545,1,19,16
860209,1,13,49
191571,5,16,18
695368,3,20,1
980660,3,8,3
688911,4,18,28
32465,5,6,21
84941,3,8,4
176015,3,4,24
569642,1,7,2
214582,2,7,17
305125,2,14,38
537732,1,3,35
71510,5,13,28
565186,3,17,22
478163,3,17,50
478613,5,16,17
452034,5,3,50
102701,1,4,14
825813,1,17,10
724582,5,3,5
200923,2,11,47
639987,1,18,50
51693,3,9,12
632993,4,14,36
162692,3,4,14
951902,5,9,31
541865,3,1,48
300142,4,16,39
226192,1,19,41
245372,2,11,30
890942,3,6,50
276786,5,6,9
925192,1,13,1
671675,1,16,48
337351,1,12,5
199676,1,7,25
709976,2,17,42
787186,2,9,43
575865,4,8,10
183367,3,19,7
71096,4,8,41
449830,1,13,33
168609,2,7,2
728604,1,4,37
986265,1,17,38
494870,2,16,35
835347,4,3,44
674376,4,10,23
166489,4,4,48
732600,2,13,5
683372,1,1,46
860885,3,10,15
891418,4,16,29
813098,1,6,12
968347,3,10,17
465399,3,7,12
647748,1,3,38
49238,3,18,38
485758,2,15,20
577930,1,6,37
573557,1,19,49
735039,5,4,24
783128,3,18,2
531232,1,13,5
404744,2,12,12
122107,1,13,23
588827,4,9,20
508567,3,5,23
715421,5,8,49
177758,3,10,19
255790,2,1,2
823835,4,8,10
344353,4,11,43
749615,2,7,6
934944,4,4,42
868837,2,7,24
594035,1,19,6
167852,2,14,14
709081,4,13,11
490227,3,9,27
464970,3,11,38
82411,5,13,3
344687,1,19,10
935637,2,18,28
736134,1,4,28
966416,3,5,1
833452,5,5,24
464274,2,8,9
463047,3,13,32
743752,1,8,4
463109,1,6,4
634731,1,10,10
780147,5,11,29
705443,3,5,11
324390,2,16,12
684972,1,5,21
247473,5,4,8
757659,1,5,5
476319,3,20,10
349257,5,18,11
469859,1,17,47
793702,4,18,12
997743,1,9,40
930395,4,9,3
492569,1,1,16
488898,1,12,10
807049,5,1,23
315135,5,19,22
998157,4,19,35
38889,3,15,32
183584,2,6,14
241954,4,20,28
468306,3,2,11
750250,4,18,49
308311,1,12,29
794140,3,18,13
401306,5,15,6
37562,4,8,46
932329,5,17,22
750031,3,8,25
103853,1,13,46
660756,5,12,16
380153,2,2,50
336809,3,5,10
478925,2,17,13
849819,4,14,39
579126,4,20,45
244572,4,9,23
450460,4,17,19
743690,1,15,16
634218,4,1,8
637025,2,16,13
834400,1,1,29
957034,5,19,14
168556,4,17,39
160276,5,6,23
623805,4,9,2
304930,5,4,23
358099,3,13,46
527515,4,14,42
584970,1,15,6
236774,2,10,21
982445,4,1,29
823732,5,18,18
881384,2,1,4
589919,1,6,11
986366,4,7,28
681208,5,16,17
535364,4,19,27
124627,1,12,25
210927,5,13,8
918944,1,19,19
883515,5,19,12
336545,5,18,20
46185,5,6,17
50263,5,20,49
964983,2,13,49
696901,2,2,30
995820,5,1,36
917745,4,18,26
722940,4,11,36
256373,2,8,20
549579,3,4,19
70699,5,17,26
98887,4,10,26
922480,1,18,10
206480,4,6,12
829885,2,15,32
491024,2,13,8
176860,1,11,1
77893,1,12,2
549788,5,19,7
721765,3,5,33
778065,4,2,37
284825,5,17,48
633088,5,17,8
600282,1,12,8
733749,5,14,21
617910,5,4,8
310914,2,2,18
888761,3,4,50
353925,2,2,49
885441,5,10,44
804801,3,11,8
637393,3,7,17
822290,3,13,48
122447,3,19,35
416503,4,17,14
916178,1,4,18
635318,1,7,17
505533,2,8,22
306845,2,12,4
726736,3,12,8
694889,2,7,18
748280,2,8,16
121217,4,13,21
242150,2,5,46
989185,2,11,30
896324,3,20,48
778137,4,7,26
299860,1,10,30
251122,5,11,4
613798,5,1,33
655484,1,5,28
430544,2,13,10
888597,4,6,5
729626,1,17,10
925351,5,18,19
319931,5,7,27
352717,2,1,45
51300,3,19,8
440973,2,13,21
987208,2,2,49
671125,2,6,18
448607,2,17,30
584891,1,20,33
988024,3,7,37
266560,4,1,31
219873,3,20,19
150240,1,17,45
983457,4,9,36
507620,2,7,35
411853,2,11,42
117493,5,19,7
39336,4,2,1
823319,4,18,20
653807,5,13,18
903253,4,20,22
350203,1,19,17
73898,3,19,2
660771,3,12,48
407963,3,1,13
868177,5,20,17
118941,1,4,41
572468,1,15,26
171038,1,1,13
572488,3,5,50
437579,2,8,45
895718,2,18,26
612538,1,13,7
577611,2,6,16
836613,4,12,11
249318,2,1,39
519101,1,4,21
590286,5,17,32
466099,2,6,26
622674,3,16,28
366379,3,3,3
173684,1,17,29
341358,3,15,47
652538,4,7,13
497852,5,5,45
450394,3,15,28
606654,3,9,41
283115,3,16,31
592092,3,14,28
160132,1,15,19
226463,2,7,12
442845,5,10,50
629972,2,19,11
806676,2,12,2
720574,5,8,47
588185,1,3,19
775861,1,14,35
704841,5,4,20
835283,5,19,15
817156,3,8,12
242660,4,1,1
271783,4,9,1
467181,2,15,11
403824,4,2,33
477660,5,13,36
572530,4,15,48
445914,3,16,17
334569,3,6,43
205734,4,3,23
906298,2,8,42
312259,5,8,28
866410,5,8,40
700053,2,6,39
696145,4,18,42
752381,4,9,32
596594,5,8,36
308983,3,19,42
804298,4,13,26
306488,2,8,15
717914,5,11,21
912917,2,19,2
954018,4,10,1
573496,4,2,6
276872,4,2,14
902898,1,20,12
373617,1,11,39
470133,5,6,6
462597,3,17,44
372415,1,12,32
984389,2,16,46
543371,5,11,45
670299,2,4,31
371801,4,2,34
383597,1,10,38
47917,5,12,27
838468,1,16,19
732580,3,13,19
445415,1,11,10
716500,4,14,16
188262,3,15,27
498653,3,18,49
684251,4,16,39
808380,4,15,27
134073,3,7,25
300192,2,14,29
445228,5,1,49
379303,3,12,41
88240,5,15,21
339550,3,15,34
356284,1,4,14
742210,3,3,47
517112,1,11,41
94664,2,18,16
399570,5,7,6
888519,5,3,26
824668,5,16,22
170734,1,3,9
107098,3,3,31
161675,3,13,30
695711,5,5,45
828382,1,2,11
319121,4,8,43
282095,2,12,17
207520,1,20,30
664697,5,8,50
275917,1,16,3
799549,3,19,15
829897,4,19,15
590958,5,5,16
858438,1,10,6
401486,4,3,50
454968,5,6,37
341143,4,19,11
579952,3,14,29
388975,2,14,50
509392,4,5,37
580311,5,11,15
53449,3,1,49
231634,4,9,29
602030,5,13,36
958424,3,18,16
721530,1,3,31
291391,5,20,35
690593,2,17,9
806347,2,10,42
110687,2,19,13
801802,4,13,33
201362,4,20,42
707776,2,4,28
177475,5,2,29
833736,4,13,39
509298,3,18,2
913871,4,8,12
656489,5,5,10
472533,2,17,39
559835,4,4,7
249144,5,19,45
730765,2,3,14
464793,3,20,24
504494,2,12,9
869060,5,20,36
84097,1,9,15
456281,2,13,28
457025,3,1,36
632773,5,18,5
317793,2,2,49
414163,4,9,45
304232,5,15,29
264608,3,20,13
221575,2,12,14
85299,2,3,15
144464,2,12,3
154356,2,14,2
132516,3,1,19
995393,4,16,48
318675,3,17,6
845301,5,19,39
77718,1,9,18
350079,5,15,9
705630,3,9,37
261652,1,2,35
919166,5,3,16
181413,5,19,40
369648,4,18,30
950614,1,18,10
815545,1,14,10
256133,2,18,49
960713,1,7,8
564328,4,8,18
571003,2,6,38
402340,5,3,13
692239,5,20,50
823371,5,14,32
53867,1,7,32
753285,3,3,3
297394,5,11,30
379430,2,4,40
333056,4,9,36
59411,2,14,6
357014,3,9,50
79329,3,2,35
801798,4,18,23
866375,2,7,22
480210,1,8,25
232284,4,6,18
273126,2,4,18
622835,3,13,7
750104,4,12,42
91442,1,11,28
218347,3,11,32
618673,4,5,21
567097,5,14,25
981609,5,8,32
30925,3,4,17
665298,1,11,12
282526,3,17,15
488050,1,18,44
144865,1,6,24
119169,2,20,3
480918,1,13,14
154430,3,6,32
32117,4,11,37
960933,1,19,18
99080,5,8,10
491234,5,19,8
590906,5,2,10
828769,1,10,44
383969,1,15,19
619717,2,10,22
754855,4,12,37
488432,1,10,27
782294,5,16,14
634459,2,11,25
665746,1,9,34
908378,4,6,3
490429,4,18,2
712880,2,7,5
403654,3,6,26
213765,4,6,11
888273,1,7,19
914633,1,2,31
160803,3,1,41
850444,4,18,32
504517,4,4,41
164776,1,7,2
306449,3,16,23
791033,2,7,33
478126,2,4,14
85698,3,13,34
44512,4,8,43
446406,4,1,39
126157,3,5,34
850667,5,10,46
990636,5,4,45
358465,3,19,18
77587,1,1,43
103067,3,9,49
807431,3,14,28
770932,4,20,49
407048,2,5,6
741359,1,2,16
297757,3,6,5
725440,5,8,28
136914,2,17,20
26683,1,3,27
731393,4,6,35
790080,2,7,34
842189,1,18,34
368134,3,18,15
759998,3,5,23
47743,4,15,49
279903,2,10,44
158229,1,9,16
105393,2,13,27
506833,3,6,9
894324,4,6,41
822249,5,11,24
632968,5,4,22
572857,2,1,19
638359,2,16,10
841527,2,15,50
799770,5,1,48
330992,2,9,32
269305,3,17,1
957431,5,4,5
300084,3,8,18
973474,5,15,48
219680,3,6,19
192906,3,11,24
804472,1,15,27
703744,3,19,20
352991,5,14,16
771295,3,5,8
